"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chr","start","end","color"
26.8065853374035,-5.14705043794679,1.02908692498111,-5.00157014242626,5.68652701428191e-07,4.1701496140741e-06,"chr1",817067,817478,"blue"
164.193355013367,0.0494431118927895,0.474097399605538,0.104288932894227,0.916940060292724,0.956164957603672,"chr1",827261,827895,"grey"
60.6015045758635,2.35874283287302,0.591690689472343,3.98644574748421,6.70704550052631e-05,0.00031519329397432,"chr1",845568,846217,"red"
163.163830670862,0.143386133255844,0.416100384384159,0.34459505118713,0.730398826752343,0.843574353494618,"chr1",869651,870205,"grey"
34.2589215308724,-2.55910009582719,0.723129867410386,-3.53892186059419,0.0004017647592182,0.00157806268069982,"chr1",898347,898626,"blue"
273.575462126857,0.751619024944754,0.427782484166763,1.75701215632698,0.0789157371824397,0.167711673359318,"chr1",904131,905144,"grey"
34.319024522728,0.491162766125142,0.670740744715054,0.732269166582088,0.464004294955003,0.638694601670411,"chr1",913886,914159,"grey"
48.3107441025855,1.80636356704126,0.606626821089804,2.97771793834657,0.00290403100551317,0.00934296572445814,"chr1",917026,917360,"red"
303.698027701914,1.61169804026523,0.390323787734164,4.12913097001124,3.64136946043032e-05,0.000182043753134511,"chr1",920336,921359,"red"
507.05094566228,0.845799917220268,0.343157330461585,2.46475841294887,0.0137105659110461,0.0373061877533298,"chr1",923745,925899,"grey"
236.3766757837,1.19083043761727,0.391007053037431,3.04554720526556,0.00232257316222089,0.00764471323056008,"chr1",932842,933564,"red"
245.720778511092,1.42920323538938,0.389137724595415,3.67274397997604,0.000239959864425138,0.000992885740188954,"chr1",938161,938689,"red"
233.672411752748,1.05643523052746,0.382568869297772,2.76142497549948,0.0057549737129476,0.0172713398298981,"chr1",940214,941001,"red"
366.519792489794,1.26261161797898,0.391674813795174,3.22362218225056,0.00126580285803596,0.00442371810323574,"chr1",941393,942491,"red"
28.6115847764143,0.971885954429647,0.743861366123715,1.30654178142652,0.191368380160602,0.33946240596929,"chr1",951374,951608,"grey"
293.5495269221,-0.491326088861035,0.410124617695284,-1.19799218984236,0.230920057527854,0.39106895232978,"chr1",958978,959777,"grey"
163.91362006308,-0.0872025949838447,0.473307104355959,-0.184241043883133,0.853824362204079,0.920549036836889,"chr1",960477,961173,"grey"
680.363820543205,0.369221123191674,0.368827073534068,1.00106838593444,0.316793747822736,0.492171381578762,"chr1",965981,967336,"grey"
562.452620119435,-0.356323912352529,0.433415070598305,-0.822130877591876,0.411002413576285,0.588845904343628,"chr1",975919,976684,"grey"
110.868171014097,-0.351309370979181,0.515493387944239,-0.681501216495102,0.495554397281416,0.666224635159335,"chr1",984059,984552,"grey"
92.5006300382808,1.39708710019852,0.477271249607332,2.9272391776122,0.00341985771123177,0.0108289560698212,"chr1",995742,996089,"red"
1026.01265906019,-0.0577045607134768,0.395963692434725,-0.145731949206402,0.884132998794623,0.937672760946044,"chr1",998869,1001124,"grey"
262.765521181803,-0.214411515293542,0.43511529411193,-0.492769429608665,0.622175513514531,0.76812476310466,"chr1",1001530,1002059,"grey"
369.772311058814,0.122627269807648,0.407995564374439,0.300560301423048,0.763749807290572,0.865495466866909,"chr1",1013013,1014535,"grey"
893.673432722139,-0.137597018381576,0.407105620405237,-0.33798850098068,0.735371853283548,0.84691967440891,"chr1",1019222,1020679,"grey"
348.009077269171,0.171297060858752,0.390317594398101,0.438865844935597,0.66075874636032,0.795819117474907,"chr1",1020892,1021734,"grey"
365.225776780618,-1.06049121101249,0.401233448673975,-2.64307777558745,0.00821561611223787,0.0237174470174225,"chr1",1024567,1025306,"blue"
46.9823972569458,-1.5817309799712,0.627921199903365,-2.51899598264022,0.0117689999488873,0.032577554835963,"chr1",1031811,1032192,"blue"
287.460856520482,-4.45702116810342,0.472341384896344,-9.43601664097573,3.87220723475274e-21,3.92042770256033e-19,"chr1",1032588,1033544,"blue"
104.186532276182,-0.423515786753324,0.501958822434862,-0.843726154067712,0.398822449052561,0.577046062045961,"chr1",1040630,1041196,"grey"
